104108243,2010,11,11.0,1,1087563,420,EAST 11 STREET,40.728720715067600,-73.98301921396570
104126802,2011,35,35.0,1,1081362,333,EAST 109 STREET,40.79204714666700,-73.93937585823630
104136793,2011,22,22.0,1,1088127,29,COOPER STREET,40.86748162012080,-73.92407795414570
104149930,2016,6,6.0,1,1088142,273,WEST 122 STREET,40.80819376867550,-73.95195562989150
104160916,2019,13,13.0,1,1089523,433,EAST 115 STREET,40.79495527603870,-73.93452784901640
104196816,2011,4,4.0,1,1088149,306,WEST 115 STREET,40.80381041857290,-73.9565343053876
104215010,2010,223,440.0,1,1088442,123,WASHINGTON STREET,40.709206061794500,-74.01367583791010
104224778,2017,1,1.0,1,1088687,304,5 AVENUE,40.74682311665840,-73.98611576371870
104226035,2013,16,16.0,1,1052468,2147,2 AVENUE,40.79360172135910,-73.94067349593980
104251587,2010,21,21.0,1,1087969,116,WEST 116 STREET,40.802223145170300,-73.95088113088600
104273279,2010,0,21.0,1,1087921,33,COOPER SQUARE,40.72777666196990,-73.99083206645830
104293774,2011,898,898,1,1087485,8,SPRUCE STREET,40.710899076288600,-74.00561057937580
104297850,2014,0,295.0,1,1090121,180,ORCHARD STREET,40.72174725218850,-73.98801400665660
104304691,2012,0,106.0,1,1082490,93,BOWERY,40.717042177766900,-73.99515751719660
104308740,2010,50,50.0,1,1088783,113,EAST 123 STREET,40.803492514931200,-73.9389022908106
104309687,2014,12,12.0,1,1089730,371,WEST 126 STREET,40.812000343898500,-73.95298084839990
104314939,2018,20,20.0,1,1083411,183,EAST BROADWAY,40.7137936616007,-73.98906872196550
104315117,2016,30,30.0,1,1089859,399,EAST 8 STREET,40.72398815557900,-73.97633794124170
104320110,2010,15,15.0,1,1089124,108,WEST 138 STREET,40.81619564376750,-73.94037089467690
104320129,2010,17,17.0,1,1087838,2373,ADAM CLAYTON POWELL JR BOULEVARD,40.81751522208580,-73.94164250898320
104325650,2016,11,11.0,1,1089863,536,EAST 13 STREET,40.72890244687710,-73.97939904640890
104335667,2010,6,6.0,1,1040540,441,EAST 57 STREET,40.7579379467808,-73.96140801600200
104340713,2012,40,40.0,1,1088490,254,FRONT STREET,40.70841950690610,-74.00075798326420
104349821,2010,14,14.0,1,1087987,350,WEST 23 STREET,40.74591552443480,-74.00060972456480
104359196,2012,3,3.0,1,1048713,234,EAST 84 STREET,40.776724973515200,-73.95357679612350
104369844,2016,1,1.0,1,1089458,172,ELDRIDGE STREET,40.720149977748100,-73.99067483959030
104383613,2011,111,111.0,1,1087591,500,WEST 23 STREET,40.74753519266380,-74.00468742243260
104400300,2013,24,24.0,1,1088895,250,BOWERY,40.723085,-73.993376
104403511,2011,24,24.0,1,1088708,115,NORFOLK STREET,40.719292,-73.987183
104403913,2010,0,112.0,1,1000881,126,WATER STREET,40.70558830010010,-74.00723238196380
104408071,2010,248,248.0,1,1088482,133,PITT STREET,40.72048354454830,-73.98173808075340
104409766,2011,84,84,1,1087951,57,READE STREET,40.71461182162940,-74.00636952393360
104415633,2010,18,18,1,1088748,245,TENTH AVENUE,40.748747811267100,-74.00384311419840
104425427,2010,0,110.0,1,1080594,116,WEST 28 STREET,40.746178071210300,-73.99144781550930
104429968,2010,10,10.0,1,1060104,147,WEST 142 STREET,40.81947054074920,-73.93929514852370
104439546,2011,9,9.0,1,1088839,471,WASHINGTON STREET,40.724795,-74.009875
104441695,2012,23,23.0,1,1089025,136,EAST BROADWAY,40.71418859898510,-73.9915631710271
104444996,2010,28,28.0,1,1088682,31,MONROE STREET,40.71171791710010,-73.99501294393780
104448965,2010,0,411.0,1,1088523,311,WEST 39 STREET,40.75583618871460,-73.99178812922090
104471938,2010,36,36.0,1,1088153,261,WEST 112 STREET,40.80170672236710,-73.95641082609920
104483729,2010,0,369.0,1,1088921,370,CANAL STREET,40.720644130653700,-74.00436594243120
104500238,2010,19,19.0,1,1052311,160,EAST 117 STREET,40.79898698775490,-73.94085022749570
104500693,2010,22,22.0,1,1088162,178,EAST 117 STREET,40.79879816392650,-73.94038377146130
104502566,2016,31,31.0,1,1089837,15,RENWICK STREET,40.72494836656540,-74.0087153421165
104510218,2018,64,64.0,1,1090308,70,WEST 139 STREET,40.816181476163700,-73.9383643647223
104512591,2010,8,8.0,1,1059340,2353,8 AVENUE,40.81113842807360,-73.9508747062737
104523464,2010,16,16.0,1,1061578,415,WEST 150 STREET,40.82779135883720,-73.9432583635512
104528637,2011,0,116.0,1,1090523,517,LEXINGTON AVENUE,40.755295,-73.972947
104529413,2010,7,7.0,1,1077060,306,EAST 82 STREET,40.774910934103800,-73.95323940783820
104530562,2010,83,83.0,1,1087823,405,WEST 53 STREET,40.7660199267847,-73.98848616348120
104531231,2013,12,12.0,1,1089332,753,ST NICHOLAS AVENUE,40.82590750241810,-73.94374915643500
104540775,2010,0,34.0,1,1088323,52,MULBERRY STREET,40.71513684865150,-73.99945217155750
104550022,2010,33,33.0,1,1088577,230,WEST 78 STREET,40.78273158934000,-73.98007294714870
104551414,2015,16,36.0,1,1063701,507,WEST 181 STREET,40.848567948696900,-73.93128259092040
104560235,2015,123,123,1,1089775,305,EAST 51 STREET,40.755579896185300,-73.9675574697662
104563401,2010,103,103.0,1,1087665,333,EAST 91 STREET,40.78038957357560,-73.94721704830830
104566578,2010,40,40.0,1,1088734,210,BENNETT AVENUE,40.85686819609770,-73.93394925466830
104576246,2014,108,194.0,1,1089889,511,NINTH AVENUE,40.756409,-73.99451
104579038,2010,53,219,1,1034238,66,WEST 45 STREET,40.756322796321700,-73.98220962902200
104585325,2010,73,73,1,1088733,2131,8 AVENUE,40.80414455333040,-73.95601949538270
104586592,2011,0,57.0,1,1088694,30,KENMARE STREET,40.720556361844700,-73.99526330941670
104589562,2011,11,11.0,1,1088639,515,WEST 23 STREET,40.74817338237870,-74.00467783741370
104590435,2010,21,21.0,1,1052875,317,EAST 111 STREET,40.79352858439440,-73.93897219553070
104592175,2014,0,492.0,1,1088967,99,WASHINGTON STREET,40.7082587059609,-74.01409880203010
104603216,2010,12,12.0,1,1087979,385,WEST 12 STREET,40.73771206168220,-74.00886883367550
104619646,2010,41,41.0,1,1089085,435,EAST 119 STREET,40.79754556332070,-73.93257964790950
104624300,2014,12,12.0,1,1076370,225,EAST 111 STREET,40.794452077382400,-73.94113870868600
104625005,2010,0,399.0,1,1087618,8,STONE STREET,40.70387799600240,-74.01231253558320
104626031,2010,207,207.0,1,1013606,350,WEST 37 STREET,40.754816612846300,-73.99438589967120
104626282,2013,9,9.0,1,1082676,290,MULBERRY STREET,40.7245795609225,-73.99491673256990
104627254,2011,22,22.0,1,1088814,362,ST NICHOLAS AVENUE,40.81262703847430,-73.95051924222630
104627290,2011,8,8.0,1,1088684,123,WEST 131 STREET,40.81218035859730,-73.94367240978080
104631150,2012,229,229,1,1051489,4,EAST 102 STREET,40.79116937942010,-73.95230253937920
104631837,2012,6,6.0,1,1088918,244,WEST BROADWAY,40.719893,-74.006111
104632319,2013,165,165.0,1,1089951,309,5 AVENUE,40.746719031252900,-73.98528503154640
104644832,2013,42,42.0,1,1089312,1635,LEXINGTON AVENUE,40.79051153584000,-73.94718657894510
104652671,2010,0,32.0,1,1005368,136,LUDLOW STREET,40.72032085859460,-73.98802392958220
104661037,2011,64,64.0,1,1088601,2205,THIRD AVENUE,40.80060436308040,-73.93766711146230
104672481,2010,30,30.0,1,1088513,14,WEST 14 STREET,40.73615506491090,-73.9947426919013
104676931,2016,4,4.0,1,1089989,178,BLEECKER STREET,40.72882425704300,-74.0009524217981
104693315,2010,46,46.0,1,1087804,2130,ADAM C POWELL BOULEVARD,40.81025765602480,-73.94793222819820
104697507,2015,0,384.0,1,1089833,33,BEEKMAN STREET,40.710451,-74.00597
104700094,2010,5,5.0,1,1087923,229,EAST 2 STREET,40.721433236474300,-73.9824985111556
104706695,2014,0,186.0,1,1087953,180,LUDLOW STREET,40.721836000620300,-73.98721780889950
104711689,2010,132,132,1,1088631,795,COLUMBUS AVENUE,40.79432039309170,-73.96598151511900
104711698,2010,63,63,1,1088152,805,COLUMBUS AVENUE,40.79496683632840,-73.96562872395470
104714677,2010,56,56,1,1088481,775,COLUMBUS AVENUE,40.79379400067060,-73.96646938962770
104718405,2014,125,125.0,1,1088713,325,LEXINGTON AVENUE,40.74919881841610,-73.97735735339000
104718487,2010,0,155.0,1,1088524,342,WEST 40 STREET,40.756600863932300,-73.99286374949720
104731300,2010,302,302.0,1,1015146,839,6 AVENUE,40.74709462743510,-73.99015085798510
104735324,2014,41,41.0,1,1089789,2272,FREDERICK DOUGLASS BOULEVARD,40.80797855905680,-73.95239508327170
104735912,2013,168,168.0,1,1089790,113,NASSAU STREET,40.71088036566220,-74.00737278002870
104736680,2010,22,22,1,1088185,140,10 AVENUE,40.74494473329480,-74.0057555652738
104739669,2010,38,38.0,1,1087928,2110,FREDERICK DOUGLASS BOULEVARD,40.80319055511560,-73.95589417693750
104741969,2010,130,130.0,1,1087841,303,EAST 33 STREET,40.74397085349960,-73.97547081423730
104743495,2010,132,132.0,1,1088207,2,COOPER SQUARE,40.72741083201440,-73.99181703753490
104745581,,1,,1,1087960,34,EAST 62 STREET,40.765096140415900,-73.9696662401
104749881,2013,18,18.0,1,1088656,160,EAST 23 STREET,40.73880301517510,-73.9837110669008
104750930,2010,11,11.0,1,1054724,346,EAST 119 STREET,40.798068582271600,-73.93477665178550
104760288,2011,86,86.0,1,1088132,620,WEST 143 STREET,40.825505902274500,-73.9527890065488
104762570,2015,0,50.0,1,1088499,163,ORCHARD STREET,40.72117051012530,-73.98894434099740
104766282,2010,310,310,1,1088576,150,AMSTERDAM AVENUE,40.775355563245400,-73.98446897955750
104766335,2010,0,310.0,1,1013693,334,WEST 40 STREET,40.756534482954900,-73.9927057450151
104766479,2010,835,835.0,1,1088724,505,WEST 37 STREET,40.75706208946230,-73.99817401061560
104767682,2010,369,369.0,1,1088120,314,11 AVENUE,40.752796975609400,-74.0032913131874
104773167,2011,12,12.0,1,1088791,111,WEST 113 STREET,40.80060307717240,-73.9518046216833
104786395,2010,0,0.0,1,1015028,152,WEST 26 STREET,40.745482541660700,-73.99377130409830
104793190,2010,36,36.0,1,1088706,311,EAST 11 STREET,40.73013534925600,-73.985311305034
104794616,2014,50,50.0,1,1089423,222,EAST 111 STREET,40.79413858529370,-73.94135852930300
104794625,2014,34,34.0,1,1089414,344,EAST 110 STREET,40.792225615585000,-73.93878278824970
104797793,2010,28,28.0,1,1088151,2101,8 AVENUE,40.80287989826090,-73.95688390898950
104799648,2016,146,146.0,1,1088646,56,LEONARD STREET,40.71764869782230,-74.00629860780300
104806863,2010,0,114.0,1,1088405,31,GRAND STREET,40.72256750540380,-74.00486153825450
104814355,2010,12,12.0,1,1088139,239,WEST 135 STREET,40.816361414467700,-73.94556626510090
104817913,2010,32,32.0,1,1045197,303,EAST 77 STREET,40.7720278591643,-73.95565330037370
104829072,2016,22,22.0,1,1089718,230,EAST 124 STREET,40.80231239389890,-73.93509334220370
104834529,2010,47,47.0,1,1088500,123,3 AVENUE,40.732968920874000,-73.98696158880860
104840932,2010,168,168.0,1,1090411,2300,FREDERICK DOUGLAS BOULEVARD,40.80912043159070,-73.95144352880330
104844144,2017,83,83.0,1,1088640,86,CANAL STREET,40.715272147862100,-73.99380199280800
104844180,2013,0,487.0,1,1089796,135,WEST 45 STREET,40.75756970358250,-73.98402428670210
104844581,2011,814,814,1,1088437,440,WEST 42 STREET,40.75903156272000,-73.99497578029070
104845107,2010,16,16.0,1,1088161,2167,SECOND AVENUE,40.79422997109780,-73.94021699755440
104848658,2010,196,196.0,1,1081034,200,WEST 72 STREET,40.778622779738900,-73.98246355260240
104854123,2016,10,10.0,1,1089832,53,HESTER STREET,40.71581289536930,-73.98997955994530
104856942,2011,864,864.0,1,1088726,770,11 AVENUE,40.76769607169810,-73.99214857161210
104858021,2010,5,5.0,1,1088501,156,MOTT STREET,40.71942066007430,-73.99606439239280
104858049,2012,12,12.0,1,1061573,461,WEST 150 STREET,40.82813743638560,-73.94419393935740
104859191,2010,298,298.0,1,1088689,1510,LEXINGTON AVENUE,40.78704766149160,-73.95054367646650
104863961,2010,286,286.0,1,1087835,60,RIVERSIDE BOULEVARD,40.774607102589800,-73.99078523968650
104866316,2010,12,12.0,1,1088395,18,WEST 129 STREET,40.80924910759860,-73.9416296000951
104870392,,0,,1,1088498,139,ORCHARD STREET,40.7200575444035,-73.98953205444970
104870481,2013,11,11.0,1,1088143,273,WEST 121 STREET,40.807562505506600,-73.95261167312830
104872014,2010,209,209.0,1,1088271,400,WEST 63 STREET,40.77442262945720,-73.99017901832900
104878651,2010,7,7,1,1088502,350,WEST BROADWAY,40.72282756752770,-74.0036968676016
104878839,2011,0,122,1,1088534,30,WEST 31 STREET,40.74700556773480,-73.98766508644310
104879981,2010,21,21.0,1,1088611,415,WASHINGTON STREET,40.72261338449600,-74.01026181891380
104881371,2010,17,17.0,1,1088495,215,AVENUE B,40.72879623858390,-73.97825118023790
104888481,2012,8,8.0,1,1088145,129,WEST 123 STREET,40.807190852016200,-73.94764592334240
104888702,2010,26,26.0,1,1087830,117,WEST 123 STREET,40.80708800064340,-73.94737715895100
104893527,2010,32,32.0,1,1088604,525,WEST 133 STREET,40.818185661455900,-73.95404303077860
104893929,2010,89,89.0,1,1088263,2280,FREDERICK DOULGASS BOULEVARD,40.80846455022200,-73.95201097178120
104897284,2012,1,1.0,1,1088890,26,DOWNING STREET,40.72934004025190,-74.00323666607070
104897300,2012,2,2.0,1,1088953,24,DOWNING STREET,40.729391550075100,-74.00307664152930
104898229,2016,20,20.0,1,1089783,308,EAST 109 STREET,40.792210645713500,-73.94067666014240
104898336,2010,0,120.0,1,1088514,181,VARICK STREET,40.7275518422922,-74.0058028856981
104904800,2011,4,4.0,1,1047550,949,PARK AVENUE,40.777116483714400,-73.95901676347580
104914782,2010,90,90.0,1,1088126,540,WEST 28 STREET,40.751455911290200,-74.00385008325070
104915193,2012,9,9.0,1,1088551,57,IRVING PLACE,40.736305142647100,-73.98739954998570
104919778,2010,13,13.0,1,1087968,51,EAST 128 STREET,40.80757908532410,-73.9386116471618
104929482,2010,7,7.0,1,1088887,534,WEST 42 STREET,40.76000618083770,-73.9970806665007
104930023,2010,7,7.0,1,1088506,196,BOWERY,40.721306909904900,-73.9940527966358
104935171,2010,89,89.0,1,1090448,303,10 AVENUE,40.75070877670200,-74.00237647135870
110005743,2017,94,94.0,1,1090179,100,EAST 53 STREET,40.75830369421990,-73.97143031939250
110009188,2011,7,7.0,1,1088881,41,BOND STREET,40.72594326960460,-73.99316266744120
110015894,2019,12,12.0,1,1090452,411,9 AVENUE,40.75295009161830,-73.99703494024140
110017151,2016,186,186.0,1,1090192,50,WEST STREET,40.70781356326890,-74.01501824413810
110019266,2010,178,377.0,1,1015937,400,FIFTH AVENUE,40.750103866673300,-73.98381226510390
110019738,2011,26,26.0,1,1088526,143,WEST 30 STREET,40.74825937743670,-73.9914285219102
110021413,2011,12,12.0,1,1088775,416,EAST 120 STREET,40.79805976444360,-73.93282619177120
110030190,2010,1,253,1,1088542,420,PARK AVENUE SOUTH,40.743918822313700,-73.98413453382240
110033605,2010,4,4.0,1,1088141,271,WEST 122 STREET,40.80816711983480,-73.95189221442060
110040526,2010,0,614.0,1,1088460,306,WEST 44 STREET,40.7585960570348,-73.9895747549782
110041473,2010,111,111.0,1,1089046,1280,5 AVENUE,40.796289027862700,-73.94903107966510
110042551,2010,55,55.0,1,1088480,55,EAST 115 STREET,40.79924509716480,-73.94476966511050
110045004,2010,9,9.0,1,1088466,307,WEST 43 STREET,40.75831386830780,-73.98966905849220
110052031,2011,98,98.0,1,1088559,300,EAST 23 STREET,40.73751423546580,-73.9807612125309
110052479,2012,29,29.0,1,1088888,124,WEST 23 STREET,40.74305389914260,-73.99392835128780
110055396,2012,10,10.0,1,1088695,530,EAST 5 STREET,40.72412442619600,-73.98311227571120
110055831,2010,39,39.0,1,1088605,55,THOMPSON STREET,40.7239846804664,-74.00379611454640
110058384,2015,27,27.0,1,1088591,1355,FIRST AVENUE,40.768344638030800,-73.95595480077780
110060950,2017,26,26.0,1,1089260,318,EAST 112 STREET,40.793894021110200,-73.93880512914900
110062128,2015,0,122,1,1089455,32,WEST 29 STREET,40.7460348002938,-73.9891913100242
110063494,2014,15,15.0,1,1088822,732,WEST END AVENUE,40.79488251064940,-73.97313766635370
110069602,2013,0,239.0,1,1080469,325,WEST 33 STREET,40.7522473885103,-73.99512457884900
110073571,2011,73,73.0,1,1088610,88,MORNINGSIDE AVENUE,40.80914182369920,-73.95522683651910
110075971,2011,336,336,1,1088533,885,6 AVENUE,40.7484355771179,-73.98932045061710
110078040,2010,191,191.0,1,1087848,300,NORTH END AVENUE,40.71660420768320,-74.01433359393080
110078059,2011,280,280.0,1,1087847,200,NORTH END AVENUE,40.715923283317400,-74.0147978569247
110084159,2010,95,95.0,1,1088574,800,10 AVENUE,40.766721859597400,-73.98969350533330
110086567,2011,8,8.0,1,1089397,92,EAST 7 STREET,40.72666960646400,-73.98544774463800
110086834,2015,60,60.0,1,1088671,225,WEST 123 STREET,40.80833035474850,-73.95041359066640
110089779,2016,346,346.0,1,1089428,99,CHURCH STREET,40.71283012118790,-74.00915097882120
110093559,2011,36,36.0,1,1088701,205,WEST 119 STREET,40.80558539695090,-73.95168142712950
110093568,2011,20,20.0,1,1060741,311,WEST 141 STREET,40.82075350050200,-73.94442718072000
110093835,2016,29,29.0,1,1089802,238,EAST 106 STREET,40.79069179580000,-73.9432117678112
110095708,2016,8,8.0,1,1089665,311,WEST 46 STREET,40.76027023711680,-73.98847203162010
110095753,2016,0,150.0,1,1089716,303,WEST 46 STREET,40.76012323888920,-73.988120632434
110099722,2016,12,12.0,1,1090496,301,WEST 46 STREET,40.76004862609370,-73.98801940544970
110103940,2015,0,177.0,1,1089746,161,FRONT STREET,40.70589573068510,-74.00494513244460
110104413,2011,60,60.0,1,1088270,203,EAST 121 STREET,40.80118954322810,-73.93729037368900
110108437,2011,9,9.0,1,1088578,208,WEST 96 STREET,40.79413967681010,-73.97129633526990
110110380,2016,15,15.0,1,1088619,324,GRAND STREET,40.717275393320800,-73.99036350762440
110112565,2013,16,16.0,1,1087981,573,WEST 161 STREET,40.83640851421530,-73.94221243507930
110115973,2017,8,8.0,1,1088655,179,SUFFOLK STREET,40.72150578573820,-73.98494073616910
110117436,2010,0,67.0,1,1088581,16,EAST 46 STREET,40.755402362593400,-73.97809356515590
110118113,2011,27,27.0,1,1088477,1820,MADISON AVENUE,40.80162736597520,-73.94393126569610
110118382,2012,4,4.0,1,1089051,1642,PARK AVENUE,40.79965010159640,-73.94339880548720
110121724,2011,11,11.0,1,1088850,164,EAST 122 STREET,40.80206713261380,-73.93830389399090
110121733,2011,4,4.0,1,1089076,127,EAST 119 STREET,40.800969699472200,-73.94066040411100
110121742,2012,29,29.0,1,1088805,1885,LEXINGTON AVENUE,40.79946641723610,-73.94075232930460
110123955,2010,38,38.0,1,1088264,1465,5 AVENUE,40.80204420694830,-73.94501826685820
110126113,2020,24,24,1,1089956,19,PARK PLACE,40.71328318028540,-74.00847070941330
110129922,2011,0,61.0,1,1088519,516,WEST 27 STREET,40.75044496270270,-74.00339705740100
110131161,2010,16,16.0,1,1088720,1473,5 AVENUE,40.802352689383600,-73.94486142976860
110131606,2011,209,209,1,1045277,1113,YORK AVENUE,40.75973427376930,-73.95940993451930
110132240,2012,0,43.0,1,1089346,5,ALLEN STREET,40.71474083910460,-73.99308208987870
110132491,2011,4,4.0,1,1088851,180,EAST 122 STREET,40.80189316152190,-73.93790864875560
110133613,2011,58,58.0,1,1052357,152,EAST 118 STREET,40.79954051137440,-73.94027762844500
110135880,2011,17,17.0,1,1089182,350,WADSWORTH AVENUE,40.85580236161710,-73.93090666939400
110138271,2018,11,11.0,1,1090678,166,EAST 100 STREET,40.787834019829500,-73.94828307031530
110140008,2011,56,56.0,1,1088484,40,GOLD STREET,40.708694111078600,-74.0057910477403
110140632,2011,13,13.0,1,1089183,42,WADSWORTH TERRACE,40.855955163828400,-73.93128963121210
110145469,2017,5,5.0,1,1090734,1642,MADISON AVENUE,40.79599742665400,-73.94813682671810
110146486,2022,10,10,1,1090813,68,SPRING STREET,40.722302376748,-73.99763878569750
110148714,2012,12,12.0,1,1089399,1663,MADISON AVENUE,40.79653647112680,-73.94706907626590
110154653,2011,12,12.0,1,1089060,315,EAST 111 STREET,40.79359181194850,-73.93907983540530
110154662,2015,20,20.0,1,1089776,77,EAST 110 STREET,40.795903880042800,-73.94645277493180
110156072,2010,7,7.0,1,1090187,180,EAST 93 STREET,40.783303,-73.951429
110162190,2014,10,10.0,1,1089404,427,EAST 12 STREET,40.7296369765417,-73.98214648983530
110162724,2016,0,497.0,1,1089717,305,WEST 46 STREET,40.76022208328070,-73.98814791107730
110168871,2013,0,113.0,1,1080148,54,WEST 13 STREET,40.736166741914200,-73.99664244793380
110176951,2010,9,9.0,1,1088616,16,WEST 21 STREET,40.74058284481110,-73.99175694257540
110182089,2011,12,12.0,1,1089055,169,EAST 111 STREET,40.79530975301390,-73.94316538320160
110182098,2011,12,12.0,1,1089054,155,EAST 109 STREET,40.79419731897260,-73.94444539534900
110184210,2013,14,14.0,1,1089380,323,PARK AVENUE SOUTH,40.74084863840150,-73.98550199955620
110187547,2010,185,185.0,1,1087552,245,EAST 124 STREET,40.80250714731240,-73.93447118516480
110187912,2016,14,14.0,1,1089879,21,WEST 20 STREET,40.74043033245790,-73.99228436855760
110190720,2014,82,82.0,1,1089666,160,EAST 22 STREET,40.7381286678788,-73.98401642371490
110196314,2011,55,55.0,1,1088836,148,EAST 24 STREET,40.73977768822500,-73.98391840448350
110198955,2012,123,123.0,1,1088912,64,EAST 111 STREET,40.79629997043490,-73.94654733982900
110202370,2012,2,2.0,1,1089539,315,WEST 126 STREET,40.811342204777200,-73.95135246375450
110202389,2012,3,3.0,1,1089526,10,EAST 129 STREET,40.80850746029070,-73.9398308496033
110207936,2013,0,135.0,1,1015915,60,WEST 36 STREET,40.75047020752160,-73.98606777427200
110214438,2013,22,22.0,1,1089700,132A,EAST 65 STREET,40.76574827163700,-73.96529972103760
110215035,2013,0,132.0,1,1004191,150,DELANCEY STREET,40.71826140153550,-73.98621640664360
110216588,2016,27,27.0,1,1088525,245,WEST 14 STREET,40.739614283466000,-74.00143010710090
110219095,2014,88,88.0,1,1089803,823,1 AVENUE,40.751706120208600,-73.96816248215640
110220289,2012,98,98.0,1,1088683,431,WEST 37 STREET,40.756176,-73.996358
110220350,2014,12,12.0,1,1089942,145,WEST 123 STREET,40.80737840211240,-73.94810330353930
110236940,2013,0,148.0,1,1037560,231,EAST 43 STREET,40.75095894430830,-73.97218804335990
110248287,2014,8,8.0,1,1088589,234,EAST 70 STREET,40.76752553802140,-73.95988539417050
110283229,2011,30,30.0,1,1090410,2080,FREDERICK DOUGLAS BOULEVARD,40.80211833982520,-73.95668909497790
110284745,2011,86,86.0,1,1064467,4469,BROADWAY,40.85765662877310,-73.93249281071310
110296750,2014,4,4.0,1,1009376,61,5 AVENUE,40.73508006074450,-73.99387550020320
110298428,2013,0,89,1,1090609,548,WEST 48 STREET,40.76415186804920,-73.99495973198660
110312313,2010,114,114.0,1,1089154,625,WEST 140 STREET,40.824072313544600,-73.95414379801840
110327806,2016,0,96.0,1,1089688,147,EAST 47 STREET,40.754386630242800,-73.97268487637650
110340612,2010,0,0.0,1,1088630,454,CONVENT AVENUE,40.82770007072350,-73.94421866898030
110346162,2013,0,185,1,1015913,54,WEST 36 STREET,40.75037315445380,-73.98583314983500
110349999,2011,28,28.0,1,1088520,537,WEST 27 STREET,40.751150843321900,-74.00406952147900
110353750,2015,0,54.0,1,1089632,196,GRAND STREET,40.71937519460650,-73.9967905620477
110359727,2011,68,68.0,1,1088786,2148,BROADWAY,40.78130437843610,-73.98064923853690
110369351,2013,10,10.0,1,1088573,809,NINTH AVENUE,40.76582309936120,-73.98759542627010
110375512,2010,40,40.0,1,1089072,56,EAST 131 STREET,40.80912052059430,-73.93742033610050
110379518,2013,0,177,1,1090197,538,WEST 48 STREET,40.76398264020210,-73.99456924081410
110401119,2013,0,224.0,1,1090456,311,WEST 37 STREET,40.75449261195810,-73.992563393956
110407444,,8,,1,1090595,60,EAST 127 STREET,40.80665828390270,-73.93932246157610
110414506,2013,10,10.0,1,1089336,132,EAST 30 STREET,40.7436187828823,-73.98129075862620
110417503,2011,259,259.0,1,1088305,315,EAST 102 STREET,40.788028464391900,-73.94325102979200
110427967,2011,57,57.0,1,1088945,717,EAST 9 STREET,40.72503896581180,-73.97693715382630
110438278,2011,31,31.0,1,1089142,269,WEST 154 STREET,40.828414942371500,-73.9371268622335
110439712,2011,65,65.0,1,1088288,203,WEST 146 STREET,40.822776486517900,-73.9392324715041
110463418,2013,132,352,1,1088565,157,WEST 57 STREET,40.76550672046890,-73.9790150380493
110469261,2011,156,156.0,1,1089109,311,WEST 127 STREET,40.81195367047080,-73.95087275199030
110469298,2011,70,70.0,1,1089108,300,WEST 128 STREET,40.81199909289080,-73.9501923989543
120003986,2011,8,8.0,1,1009111,791,BROADWAY,40.73206536197630,-73.99160056700520
120009971,2014,0,206.0,1,1089027,206,EAST 52 STREET,40.75664674817560,-73.96944010128540
120013822,2015,0,128.0,1,1089326,49,ANN STREET,40.710406158774600,-74.00666636831880
120026426,2012,78,78,1,1089381,101,AVENUE D,40.72349864935330,-73.97656531915320
120027434,2015,15,15.0,1,1089842,27,WOOSTER STREET,40.72196092244240,-74.00335033576780
120041374,2015,0,135.0,1,1089883,125,WEST 28 STREET,40.74671500160770,-73.99156821152990
